comments,date,host_id,host_name,Id,listing_id,listing_name,Number of Records,reviewer_name,review_id
"""Very nice and modern 2 bedroom unit. Clean and comfortable. We only had one issue which was the electronic lock wasn't locking but it was resolved very quickly indeed and we went on to have a fantastic and hassle-free stay over three nights.",7/8/2013,,,5614085,804391,,1,Bart + Kelly,54003104
"""I had a fantastic stay at Sara's.  This was my first time using Airbnb and based on this experience I can't wait to try it again.  The Spartanette is super cool - they did a great job on the remodel.  I stayed there by myself and I had tons of space - it felt like I had a nice little studio apartment.  The sofa and bed are very comfortable there's plenty of storage space for clothes and a good amount of counter space in the bathroom for toiletries.  I was there in July and the AC did a great job of keeping the place cool.  The property is very nice with a path that leads around back to the Spartanette.  I felt like I was able to come and go without bothering anyone in the main house.  I had a rental car and it was easy to park on the street and get downtown in just a couple minutes.",7/8/2013,,,5629851,321636,,1,Sara,54003105
"""Joe and Bella's Chic Cottage definitely lived up to its name. This wonderful hideaway came beautifully apportioned was spotlessly clean and incredibly comfortable. Everything in the cottage was exactly as described and well-deserving of the rave reviews I'd read before our stay. Easily within walking distance of the bars and restaurants on South Congress Joe and Bella's cottage also made a perfect base for exploring Austin and getting the most out of our weekend there without spending too much time behind the wheel.",7/8/2013,,,5609409,224979,,1,Vina,54003106
This was an excellent location for exploring Austin.  Downtown was  a 2 minute bike ride away and South Congress is such a cute little street with shopping and eateries galore.  The room was just enough for adventuring all day and returning to rest up for the next.  A little warm but that can't be helped in Austin in the summer. Matt was a friendly host who provided everything we needed.,7/8/2013,1348968,SoCoBnB /Matt,5615784,368156,Private Room B With Bath on SOCO,1,Elise,54003107
We stayed at Sevylla's for three nights and we couldn't have been happier! The space is cozy and more than adequate. Sevylla was available for any questions we had gave us great suggestions for Austin hotspots her home is beautiful and it's in close proximity to both state parks and the downtown scene. Would definitely recommend this!,7/8/2013,230553,Sevylla,5605245,50310,Super Hip South Austin Studio,1,Leah,54003108
Great location! had a great night just wandering west on 6th.,7/8/2013,5173278,Luis,5610286,953071,Bright E 6th St Downtown Loft,1,Robert,54003109
"""The house was great and Kat was great to deal with.",7/8/2013,,,5625163,202755,,1,Oscar,54003110
Awesome place great host! Very conveniently located $12 cab ride to 6th. James was quick to reply to any questions I had!,7/8/2013,1142525,James,5629493,321675,3/2 House w/ Pool in Barton Hills,1,Chesarae,54003111
The garage studio was a very comfortable space with plenty of room to spread out and relax. There is a wonderful energy and light about the space and there is nearby green space.  We enjoyed walking through the neighborhood to start the day.  The location couldn't have been more convenient and Faisal was very flexible with check-in and check-out.  Easy access to South Congress and I-35 made it easy to get around to all the places we wanted to visit.,7/8/2013,1258530,Faisal,5613456,933021,Studio apartment in Travis Heights,1,Barbara,54003112
"""I highly recommend Terrance's place in Austin!!",7/8/2013,,,5628754,776859,,1,Julia,54003113
I rented the new garage apartment in Zilker for a friend who was visiting from out of town since my 1 bedroom Austin apartment was too small to accommodate him.  John was wonderful and incredibly communicative/responsive. Plus he gave me a tour of and instructions prior to my friend's arrival.  The apartment is airy modern spacious and proved to be the perfect loft retreat-like accommodations in the heat of the Austin summer. The hosts have thought of every small detail that are missing in most rentals that made my friend's stay incredibly comfortable- plenty of extra towels lots of hangers in the closet ironing board organic toiletries in the bathroom water and beer in the fridge wine glasses corkscrew local reading material on the coffee table.  Would highly recommend this apartment close to downtown and walking distance to the burgeoning eateries restaurants and boutiques along Lamar Blvd.  If I have any future guests coming to town I'm definitely keeping this place in mind.,7/8/2013,5215945,John And Melissa,5616754,959630,Modern Spacious Zilker apartment,1,Caryn,54003114
Troy is a great host got us set up straight away and gave us the lay of the land around us. House is in a great location with stuff to walk to or a short drive for everything else. Neat/Clean/Friendly not much more you can ask for.,7/8/2013,582827,Troy,5612126,1242559,Harmony House - Central Austin,1,Zach,54003115
This is a very comfortable recently remodeled efficiency apartment.  The private entrance bathroom and kitchenette all added to our enjoyment of the space.  Its' in a great residential neighborhood with lots of restaurants and coffee shops nearby only 5-10 minutes drive from Downtown Austin.  Marcus was a great host and we would stay here again.,7/8/2013,423840,Marcus,5618387,78831,Cool Hyde Park efficiency apartment,1,Siobhan,54003116
A very nice modern and spacious home located within a quick convenient drive of anywhere you'd need to get to in Austin. Perfect for families or groups of friends that want more space than the cramped quarters of a hotel room or tiny apartment. Larry's a great host and is quick to offer tons of great tips for things to do and places to eat at in Austin. Warning: By staying here you may overload on the insanely delicious Torchy's Tacos located around the corner :-),7/8/2013,3608356,Larry,5605942,702825,MODERN HOLIDAY HOUSE - DT IN 5 MIN,1,Joseph,54003117
I stayed with Lester over July 4th weekend. My brother's house was full I was looking for a place to stay where my girlfriend and I could have our own room. I didn't know what to expect having never used Airbnb before but Lester's house worked out great. He was not home when I arrived but the place was easy to find. It is in a great location a couple blocks off South Congress. Finally met Lester the second night of my stay when we arrived home at 2am. He was very nice and even brought us back some tacos from his late-night taco run - they were delicious. He was never in the way and for the most part felt like had our own house when we were there - although most of the time we were out doing things. The only negative part of our stay is that the back room does not get as good AC as the rest of the house so woke up sweating the first morning - adjusted the thermostat the next night. Overall I had a good experience and would recommend Lester's room.,7/8/2013,236847,Lester,5625262,90898,SOCO One private room in a 2B house,1,Matt,54003118
Great people great place!,7/8/2013,8186,Elizabeth,5623389,5769,NW Austin Rooms,1,Srdan,54003119
The rental was as advertised. Sylvia was friendly and pleasant to work with. We had a nice time and enjoyed being within walking distance of popular spots in Austin such as Rainey Street Congress bridge (to see the bats) and South Congress for shops and restaurants.,7/8/2013,8028,Sylvia,5616656,5456,Walk to 6th St and Convention Ctr,1,Michelle,54003120
The Hideaway is really well located for visiting the sites of Austin and getting to and from the airport (assuming you have a rental car). It is exactly as described on the site and well equipped. It is nicely decorated in great condition and comfortable. It was perfect for a couple. We would definitely stay at the Hideaway again the next time we travel to Austin to visit our son.,7/8/2013,1151576,Joe & Bella,5608541,224956,Guest Villa 2 Miles To D/T,1,Bill,54003121
